age,job,marital,education,default,balance,housing,loan,contact,day_of_week,month,duration,campaign,pdays,previous,y,saving,debt
36,blue-collar,single,tertiary,no,1346,no,no,cellular,7,jul,74,7,-1,0,no,1346.0,
35,management,married,tertiary,no,122,no,no,cellular,7,jul,179,4,-1,0,no,122.0,
30,admin.,single,secondary,no,52,no,yes,cellular,7,jul,422,1,-1,0,no,52.0,
27,blue-collar,single,primary,no,1659,no,yes,cellular,7,jul,447,3,-1,0,no,1659.0,
35,management,married,tertiary,no,126,no,yes,cellular,7,jul,371,2,-1,0,no,126.0,
53,blue-collar,married,secondary,no,143,yes,no,cellular,7,jul,122,5,-1,0,no,143.0,
35,blue-collar,single,secondary,no,1688,yes,no,telephone,7,jul,41,4,-1,0,no,1688.0,
60,management,married,tertiary,yes,-108,no,yes,cellular,7,jul,79,2,-1,0,no,,-108.0
27,blue-collar,married,secondary,no,102,no,yes,cellular,7,jul,159,2,-1,0,no,102.0,
54,self-employed,married,secondary,no,203,yes,no,telephone,7,jul,238,8,-1,0,no,203.0,
48,self-employed,married,secondary,no,252,no,no,cellular,7,jul,261,5,-1,0,no,252.0,
40,management,divorced,secondary,no,-626,yes,no,cellular,7,jul,140,4,-1,0,no,,-626.0
26,blue-collar,single,secondary,no,6,no,yes,telephone,7,jul,360,3,-1,0,no,6.0,
38,technician,married,secondary,no,0,yes,yes,cellular,7,jul,500,5,-1,0,no,0.0,
31,blue-collar,married,primary,no,76,no,yes,telephone,7,jul,146,4,-1,0,no,76.0,
46,blue-collar,married,primary,no,14,no,no,cellular,7,jul,407,1,-1,0,no,14.0,
27,management,single,tertiary,no,1117,yes,no,cellular,7,jul,416,4,-1,0,no,1117.0,
53,blue-collar,married,primary,no,1086,no,no,cellular,7,jul,112,5,-1,0,no,1086.0,
40,blue-collar,married,primary,yes,-23,no,yes,cellular,7,jul,756,3,-1,0,no,,-23.0
43,entrepreneur,married,secondary,no,128,yes,no,telephone,7,jul,122,2,-1,0,no,128.0,
31,housemaid,married,primary,no,-367,yes,yes,telephone,7,jul,352,2,-1,0,no,,-367.0
28,self-employed,married,secondary,no,-228,yes,yes,cellular,7,jul,164,3,-1,0,no,,-228.0
43,blue-collar,married,primary,no,8,no,no,telephone,7,jul,245,5,-1,0,no,8.0,
28,blue-collar,married,secondary,no,619,no,no,telephone,7,jul,327,2,-1,0,no,619.0,
47,services,married,secondary,no,24,no,yes,cellular,7,jul,95,2,-1,0,no,24.0,
43,entrepreneur,single,tertiary,no,42,no,no,cellular,7,jul,285,1,-1,0,no,42.0,
57,technician,married,tertiary,no,-40,no,yes,cellular,7,jul,88,1,-1,0,no,,-40.0
58,retired,single,secondary,no,282,no,yes,cellular,7,jul,78,1,-1,0,no,282.0,
25,blue-collar,married,secondary,no,267,no,no,cellular,7,jul,422,2,-1,0,no,267.0,
31,blue-collar,single,secondary,no,726,no,no,cellular,7,jul,719,2,-1,0,yes,726.0,
47,technician,married,primary,no,50,no,no,telephone,7,jul,167,3,-1,0,no,50.0,
27,services,married,secondary,no,379,no,yes,cellular,7,jul,269,2,-1,0,no,379.0,
45,entrepreneur,married,secondary,no,4688,no,no,cellular,7,jul,112,10,-1,0,no,4688.0,
31,management,married,tertiary,no,256,yes,no,cellular,7,jul,28,24,-1,0,no,256.0,
33,technician,married,secondary,no,-805,no,no,cellular,7,jul,208,2,-1,0,no,,-805.0
31,blue-collar,single,secondary,no,-2,no,yes,cellular,7,jul,221,2,-1,0,no,,-2.0
32,services,single,secondary,no,473,yes,no,cellular,7,jul,624,5,-1,0,no,473.0,
41,housemaid,married,primary,no,175,no,no,cellular,7,jul,252,1,-1,0,no,175.0,
31,admin.,single,secondary,no,-407,no,yes,cellular,7,jul,230,1,-1,0,no,,-407.0
30,services,single,secondary,no,148,no,yes,cellular,7,jul,482,3,-1,0,no,148.0,
44,blue-collar,single,primary,no,-24,no,no,telephone,7,jul,564,1,-1,0,no,,-24.0
28,student,single,secondary,no,305,no,no,cellular,7,jul,625,1,-1,0,no,305.0,
31,entrepreneur,divorced,tertiary,no,2,no,yes,cellular,7,jul,53,1,-1,0,no,2.0,
36,blue-collar,married,secondary,no,-308,yes,no,cellular,7,jul,279,11,-1,0,no,,-308.0
25,technician,single,secondary,no,-55,yes,yes,cellular,7,jul,242,1,-1,0,no,,-55.0
27,blue-collar,married,primary,no,52,no,yes,cellular,7,jul,185,1,-1,0,no,52.0,
60,management,married,tertiary,no,1573,no,no,telephone,7,jul,79,15,-1,0,no,1573.0,
49,blue-collar,married,primary,no,4140,no,no,cellular,7,jul,205,4,-1,0,no,4140.0,
25,blue-collar,single,secondary,no,495,no,no,cellular,7,jul,131,3,-1,0,no,495.0,
46,management,married,tertiary,no,74,yes,no,cellular,7,jul,15,11,-1,0,no,74.0,
50,technician,married,tertiary,no,92,no,yes,cellular,7,jul,192,1,-1,0,no,92.0,
50,blue-collar,divorced,primary,no,5,no,no,cellular,7,jul,118,1,-1,0,no,5.0,
33,admin.,married,tertiary,no,568,no,no,cellular,7,jul,219,1,-1,0,no,568.0,
42,management,married,secondary,no,4314,no,no,cellular,7,jul,214,1,-1,0,no,4314.0,
30,admin.,single,secondary,no,312,no,no,cellular,8,jul,188,1,-1,0,no,312.0,
42,technician,single,tertiary,no,24,no,no,cellular,8,jul,262,1,-1,0,no,24.0,
28,admin.,married,secondary,no,54,no,yes,cellular,8,jul,226,1,-1,0,no,54.0,
34,entrepreneur,married,tertiary,no,412,yes,yes,cellular,8,jul,164,1,-1,0,no,412.0,
33,management,married,tertiary,no,-139,no,no,cellular,8,jul,290,1,-1,0,no,,-139.0
26,entrepreneur,married,secondary,no,-306,no,yes,cellular,8,jul,342,1,-1,0,no,,-306.0
29,admin.,single,secondary,no,210,no,yes,cellular,8,jul,140,1,-1,0,no,210.0,
28,admin.,single,secondary,no,551,no,yes,cellular,8,jul,161,1,-1,0,no,551.0,
32,technician,divorced,tertiary,no,31,no,yes,cellular,8,jul,259,1,-1,0,no,31.0,
45,services,married,secondary,no,0,no,yes,cellular,8,jul,47,7,-1,0,no,0.0,
59,retired,married,secondary,no,184,no,no,cellular,8,jul,163,1,-1,0,no,184.0,
46,unemployed,married,secondary,no,562,no,no,cellular,8,jul,491,1,-1,0,no,562.0,
32,management,married,tertiary,no,2102,yes,no,cellular,8,jul,220,1,-1,0,no,2102.0,
44,management,divorced,tertiary,no,193,no,yes,cellular,8,jul,104,2,-1,0,no,193.0,
26,blue-collar,single,secondary,no,5,no,no,telephone,8,jul,54,3,-1,0,no,5.0,
53,management,married,secondary,no,66,no,yes,telephone,8,jul,141,1,-1,0,no,66.0,
46,blue-collar,married,primary,no,-169,yes,yes,cellular,8,jul,109,1,-1,0,no,,-169.0
35,entrepreneur,married,primary,no,2643,no,yes,cellular,8,jul,259,1,-1,0,no,2643.0,
56,blue-collar,divorced,primary,no,12,no,no,cellular,8,jul,226,1,-1,0,no,12.0,
60,management,married,primary,no,75,no,yes,cellular,8,jul,183,1,-1,0,no,75.0,
36,technician,married,secondary,no,-257,no,no,cellular,8,jul,24,26,-1,0,no,,-257.0
29,blue-collar,single,primary,no,170,yes,no,cellular,8,jul,216,1,-1,0,no,170.0,
60,technician,divorced,primary,no,-85,no,yes,telephone,8,jul,58,2,-1,0,no,,-85.0
55,management,married,tertiary,no,979,no,yes,cellular,8,jul,123,1,-1,0,no,979.0,
27,management,single,tertiary,no,136,no,yes,cellular,8,jul,146,1,-1,0,no,136.0,
33,technician,married,tertiary,no,-258,no,no,cellular,8,jul,362,1,-1,0,no,,-258.0
33,management,single,tertiary,no,99,no,no,cellular,8,jul,159,1,-1,0,no,99.0,
55,retired,married,primary,no,150,no,no,cellular,8,jul,124,1,-1,0,no,150.0,
28,blue-collar,single,secondary,no,476,no,no,cellular,8,jul,306,1,-1,0,no,476.0,
28,self-employed,single,tertiary,no,226,no,yes,cellular,8,jul,191,1,-1,0,no,226.0,
26,admin.,single,secondary,no,-378,no,yes,cellular,8,jul,165,1,-1,0,no,,-378.0
31,management,single,tertiary,no,296,no,yes,cellular,8,jul,509,4,-1,0,yes,296.0,
39,admin.,single,secondary,no,1661,no,yes,cellular,8,jul,431,1,-1,0,no,1661.0,
26,management,single,tertiary,no,122,no,yes,cellular,8,jul,160,1,-1,0,no,122.0,
27,services,married,primary,no,-90,no,yes,cellular,8,jul,175,1,-1,0,no,,-90.0
42,blue-collar,single,primary,no,1322,yes,yes,cellular,8,jul,178,1,-1,0,no,1322.0,
42,management,divorced,secondary,no,-272,no,no,cellular,8,jul,186,1,-1,0,no,,-272.0
34,technician,divorced,secondary,no,-133,yes,no,cellular,8,jul,395,1,-1,0,no,,-133.0
32,technician,married,secondary,no,2,yes,yes,cellular,8,jul,143,1,-1,0,no,2.0,
35,self-employed,married,tertiary,no,0,no,no,cellular,8,jul,201,1,-1,0,no,0.0,
33,entrepreneur,married,secondary,no,-627,yes,yes,cellular,8,jul,740,1,-1,0,yes,,-627.0
52,entrepreneur,married,tertiary,yes,-468,no,no,cellular,8,jul,534,1,-1,0,yes,,-468.0
30,blue-collar,divorced,secondary,no,0,no,yes,cellular,8,jul,320,1,-1,0,no,0.0,
25,management,single,tertiary,no,1098,yes,yes,cellular,8,jul,425,1,-1,0,no,1098.0,
34,self-employed,married,tertiary,no,191,no,no,cellular,8,jul,59,1,-1,0,no,191.0,
45,blue-collar,married,secondary,yes,-605,yes,no,telephone,8,jul,208,5,-1,0,no,,-605.0
27,admin.,single,secondary,no,-400,no,yes,cellular,8,jul,290,1,-1,0,no,,-400.0
36,admin.,married,secondary,no,68,no,yes,cellular,8,jul,85,4,-1,0,no,68.0,
51,admin.,married,secondary,no,38,no,yes,cellular,8,jul,31,3,-1,0,no,38.0,
26,technician,single,tertiary,no,291,no,yes,cellular,8,jul,393,1,-1,0,no,291.0,
32,management,married,tertiary,yes,2,no,no,cellular,8,jul,82,1,-1,0,no,2.0,
58,retired,divorced,tertiary,no,264,yes,yes,cellular,8,jul,523,3,-1,0,no,264.0,
57,retired,married,tertiary,no,1029,no,yes,cellular,8,jul,203,1,-1,0,no,1029.0,
56,retired,married,tertiary,no,87,no,no,cellular,8,jul,136,2,-1,0,no,87.0,
58,blue-collar,married,secondary,no,1457,yes,no,cellular,8,jul,144,4,-1,0,no,1457.0,
25,blue-collar,single,secondary,yes,-220,no,no,cellular,8,jul,152,1,-1,0,no,,-220.0
34,housemaid,married,secondary,no,-97,yes,yes,cellular,8,jul,119,2,-1,0,no,,-97.0
27,technician,single,secondary,yes,0,no,yes,cellular,8,jul,732,1,-1,0,yes,0.0,
29,services,single,secondary,no,1274,no,no,cellular,8,jul,136,1,-1,0,no,1274.0,
36,management,married,tertiary,no,128,no,no,cellular,8,jul,733,1,-1,0,no,128.0,
46,management,single,tertiary,no,3,no,no,cellular,8,jul,85,1,-1,0,no,3.0,
32,blue-collar,married,primary,no,642,no,yes,cellular,8,jul,524,1,-1,0,no,642.0,
55,blue-collar,married,primary,no,137,no,no,telephone,8,jul,377,1,-1,0,no,137.0,
28,unemployed,married,secondary,no,455,no,no,cellular,8,jul,286,1,-1,0,no,455.0,
26,admin.,single,secondary,no,-35,no,yes,cellular,8,jul,304,1,-1,0,no,,-35.0
39,services,single,secondary,no,230,no,yes,cellular,8,jul,106,1,-1,0,no,230.0,
55,management,married,secondary,no,51,no,no,cellular,8,jul,102,1,-1,0,no,51.0,
33,entrepreneur,married,secondary,yes,-54,no,yes,cellular,8,jul,42,1,-1,0,no,,-54.0
29,housemaid,married,primary,no,7,no,yes,cellular,8,jul,240,1,-1,0,no,7.0,
45,technician,divorced,secondary,no,12389,no,yes,cellular,8,jul,711,1,-1,0,no,12389.0,
25,services,single,secondary,no,2,no,no,cellular,8,jul,288,1,-1,0,no,2.0,
55,entrepreneur,married,tertiary,no,22,no,yes,cellular,8,jul,215,1,-1,0,no,22.0,
32,blue-collar,single,secondary,no,-197,no,yes,cellular,8,jul,99,1,-1,0,no,,-197.0
25,admin.,single,secondary,no,0,no,yes,cellular,8,jul,238,3,-1,0,no,0.0,
28,admin.,single,secondary,no,144,no,yes,cellular,8,jul,136,1,-1,0,no,144.0,
34,blue-collar,married,primary,no,-480,yes,yes,cellular,8,jul,225,1,-1,0,no,,-480.0
26,management,single,tertiary,no,350,no,no,cellular,8,jul,367,1,-1,0,no,350.0,
56,blue-collar,married,primary,no,175,no,yes,cellular,8,jul,188,1,-1,0,no,175.0,
26,self-employed,single,secondary,no,551,no,no,cellular,8,jul,531,1,-1,0,yes,551.0,
33,admin.,single,tertiary,no,621,no,no,cellular,8,jul,217,1,-1,0,no,621.0,
55,retired,married,tertiary,no,197,no,yes,cellular,8,jul,256,1,-1,0,no,197.0,
25,technician,single,secondary,no,0,no,yes,cellular,8,jul,634,1,-1,0,yes,0.0,
38,admin.,married,secondary,no,-14,no,yes,cellular,8,jul,124,1,-1,0,no,,-14.0
27,services,single,secondary,no,87,no,no,cellular,8,jul,260,1,-1,0,no,87.0,
25,blue-collar,married,secondary,no,101,no,yes,cellular,8,jul,460,3,-1,0,yes,101.0,
42,blue-collar,married,primary,no,1556,no,yes,cellular,8,jul,113,1,-1,0,no,1556.0,
40,services,married,primary,no,-45,no,yes,cellular,8,jul,166,1,-1,0,no,,-45.0
30,technician,married,secondary,no,139,no,yes,cellular,8,jul,1046,2,-1,0,no,139.0,
26,services,single,secondary,no,-90,no,yes,cellular,8,jul,240,1,-1,0,no,,-90.0
59,retired,divorced,primary,no,830,no,yes,cellular,8,jul,116,1,-1,0,no,830.0,
48,management,single,secondary,no,1106,no,yes,cellular,8,jul,265,1,-1,0,no,1106.0,
59,services,divorced,secondary,no,136,no,yes,telephone,8,jul,176,1,-1,0,no,136.0,
34,admin.,single,tertiary,no,-199,no,yes,cellular,8,jul,130,1,-1,0,no,,-199.0
53,technician,divorced,primary,no,-834,yes,yes,cellular,8,jul,130,1,-1,0,no,,-834.0
42,unemployed,married,secondary,no,-283,no,yes,cellular,8,jul,96,2,-1,0,no,,-283.0
25,technician,single,secondary,no,218,no,yes,cellular,8,jul,272,1,-1,0,no,218.0,
25,management,single,secondary,no,1923,no,yes,cellular,8,jul,71,1,-1,0,no,1923.0,
41,admin.,single,secondary,no,26,no,no,cellular,8,jul,428,1,-1,0,no,26.0,
45,services,single,secondary,no,-688,no,yes,cellular,8,jul,106,1,-1,0,no,,-688.0
29,blue-collar,married,primary,no,50,no,no,cellular,8,jul,185,2,-1,0,no,50.0,
51,technician,married,secondary,no,564,no,yes,cellular,8,jul,187,2,-1,0,no,564.0,
26,management,single,tertiary,no,33,no,yes,cellular,8,jul,253,1,-1,0,no,33.0,
39,services,married,secondary,no,87,no,no,cellular,8,jul,114,1,-1,0,no,87.0,
25,self-employed,single,tertiary,no,-44,no,yes,cellular,8,jul,201,1,-1,0,no,,-44.0
29,management,married,tertiary,no,0,no,yes,cellular,8,jul,574,2,-1,0,no,0.0,
39,technician,married,secondary,no,130,no,no,cellular,8,jul,202,2,-1,0,no,130.0,
27,management,single,tertiary,yes,0,no,yes,cellular,8,jul,46,1,-1,0,no,0.0,
28,housemaid,married,secondary,no,1294,yes,no,cellular,8,jul,401,2,-1,0,no,1294.0,
38,admin.,married,secondary,no,338,no,yes,cellular,8,jul,191,1,-1,0,no,338.0,
60,retired,married,primary,no,280,no,no,telephone,8,jul,291,1,-1,0,no,280.0,
26,services,single,secondary,yes,74,no,no,cellular,8,jul,362,1,-1,0,no,74.0,
42,unemployed,divorced,secondary,no,2699,no,no,cellular,8,jul,92,2,-1,0,no,2699.0,
51,management,married,tertiary,no,3604,no,yes,telephone,8,jul,287,1,-1,0,no,3604.0,
30,blue-collar,married,secondary,no,1177,no,yes,cellular,8,jul,220,2,-1,0,no,1177.0,
25,technician,single,secondary,no,102,no,yes,cellular,8,jul,574,2,-1,0,yes,102.0,
42,admin.,married,secondary,no,-150,no,yes,cellular,8,jul,249,3,-1,0,no,,-150.0
28,blue-collar,married,secondary,no,2322,no,no,cellular,8,jul,82,4,-1,0,no,2322.0,
33,admin.,single,secondary,no,1248,no,no,cellular,8,jul,359,1,-1,0,no,1248.0,
54,management,married,tertiary,no,3,no,yes,cellular,8,jul,443,1,-1,0,no,3.0,
42,management,married,tertiary,no,478,no,yes,cellular,8,jul,165,1,-1,0,no,478.0,
44,technician,divorced,secondary,no,26,no,no,telephone,8,jul,190,1,-1,0,no,26.0,
31,blue-collar,married,primary,no,229,no,no,telephone,8,jul,186,2,-1,0,no,229.0,
56,entrepreneur,married,tertiary,no,51439,no,yes,cellular,8,jul,325,1,-1,0,no,51439.0,
28,services,married,secondary,no,510,yes,yes,cellular,8,jul,1767,2,-1,0,yes,510.0,
32,entrepreneur,divorced,secondary,no,252,no,yes,cellular,8,jul,145,2,-1,0,no,252.0,
55,blue-collar,married,secondary,yes,67,no,no,cellular,8,jul,267,2,-1,0,no,67.0,
31,self-employed,married,secondary,no,731,no,yes,cellular,8,jul,188,1,-1,0,no,731.0,
35,admin.,divorced,secondary,no,148,no,yes,cellular,8,jul,199,1,-1,0,no,148.0,
26,technician,single,secondary,no,68,no,yes,cellular,8,jul,141,3,-1,0,no,68.0,
40,blue-collar,married,primary,no,143,no,yes,cellular,8,jul,167,2,-1,0,no,143.0,
33,blue-collar,married,tertiary,no,870,no,yes,cellular,8,jul,545,3,-1,0,no,870.0,
25,blue-collar,married,secondary,no,4280,no,yes,cellular,8,jul,148,2,-1,0,no,4280.0,
28,blue-collar,single,secondary,no,517,no,yes,cellular,8,jul,681,1,-1,0,yes,517.0,
41,admin.,married,secondary,no,120,no,yes,cellular,8,jul,489,1,-1,0,no,120.0,
37,blue-collar,married,primary,no,33,no,yes,cellular,8,jul,483,2,-1,0,no,33.0,
59,blue-collar,married,primary,no,3540,no,no,cellular,8,jul,165,1,-1,0,no,3540.0,
57,admin.,married,secondary,no,2137,no,no,telephone,8,jul,132,7,-1,0,no,2137.0,
54,management,married,tertiary,no,-547,no,no,cellular,8,jul,156,1,-1,0,no,,-547.0
50,technician,married,primary,no,-315,no,yes,cellular,8,jul,173,1,-1,0,no,,-315.0
52,technician,married,secondary,no,786,no,no,cellular,8,jul,310,1,-1,0,no,786.0,
59,blue-collar,divorced,primary,no,1,no,yes,cellular,8,jul,214,1,-1,0,no,1.0,
33,entrepreneur,divorced,tertiary,no,37,no,yes,cellular,8,jul,1082,1,-1,0,yes,37.0,
53,services,divorced,primary,no,0,no,yes,cellular,8,jul,206,1,-1,0,no,0.0,
26,management,single,tertiary,no,8303,no,no,cellular,8,jul,143,2,-1,0,no,8303.0,
45,management,divorced,tertiary,no,854,no,yes,cellular,8,jul,730,1,-1,0,yes,854.0,
56,admin.,single,secondary,no,-273,no,no,cellular,8,jul,119,2,-1,0,no,,-273.0
41,blue-collar,married,primary,no,-692,yes,no,cellular,8,jul,125,2,-1,0,no,,-692.0
35,self-employed,married,tertiary,yes,28,no,yes,cellular,8,jul,259,1,-1,0,no,28.0,
55,retired,married,secondary,no,971,no,yes,cellular,8,jul,154,1,-1,0,no,971.0,
28,management,married,tertiary,no,3694,no,yes,cellular,8,jul,70,2,-1,0,no,3694.0,
60,retired,married,secondary,no,1141,no,yes,cellular,8,jul,211,2,-1,0,no,1141.0,
35,entrepreneur,single,tertiary,yes,793,no,yes,cellular,8,jul,163,1,-1,0,no,793.0,
51,retired,married,secondary,no,35,no,yes,cellular,8,jul,123,4,-1,0,no,35.0,
36,services,married,secondary,no,30,no,yes,cellular,8,jul,716,5,-1,0,yes,30.0,
34,admin.,single,secondary,no,280,no,no,cellular,8,jul,86,2,-1,0,no,280.0,
33,services,single,secondary,no,0,no,no,cellular,8,jul,116,2,-1,0,no,0.0,
30,services,married,secondary,no,2261,yes,yes,cellular,8,jul,250,2,-1,0,no,2261.0,
35,blue-collar,married,primary,no,46,no,no,cellular,8,jul,338,3,-1,0,no,46.0,
56,retired,married,secondary,no,307,no,yes,cellular,8,jul,175,1,-1,0,no,307.0,
56,housemaid,married,primary,no,306,no,yes,cellular,8,jul,212,1,-1,0,no,306.0,
49,admin.,married,secondary,no,13229,no,yes,telephone,8,jul,77,2,-1,0,no,13229.0,
41,technician,single,secondary,no,-3,no,no,cellular,8,jul,413,1,-1,0,no,,-3.0
57,technician,married,primary,no,4442,no,no,cellular,8,jul,97,6,-1,0,no,4442.0,
33,housemaid,married,primary,no,1,yes,no,cellular,8,jul,135,1,-1,0,no,1.0,
29,blue-collar,married,secondary,no,-478,no,yes,cellular,8,jul,528,2,-1,0,no,,-478.0
36,unemployed,married,secondary,no,356,no,no,cellular,8,jul,361,1,-1,0,no,356.0,
29,technician,single,secondary,no,290,yes,yes,cellular,8,jul,293,1,-1,0,no,290.0,
45,services,married,secondary,no,1343,no,yes,cellular,8,jul,220,1,-1,0,no,1343.0,
26,blue-collar,single,secondary,yes,81,no,yes,cellular,8,jul,803,2,-1,0,yes,81.0,
51,services,married,secondary,no,272,no,yes,cellular,8,jul,217,1,-1,0,no,272.0,
46,blue-collar,divorced,primary,no,2775,no,yes,cellular,8,jul,188,1,-1,0,no,2775.0,
29,technician,single,secondary,no,359,yes,no,cellular,8,jul,604,1,-1,0,no,359.0,
52,blue-collar,single,secondary,no,288,yes,no,cellular,8,jul,159,2,-1,0,no,288.0,
45,admin.,married,secondary,no,3493,yes,no,cellular,8,jul,498,1,-1,0,no,3493.0,
30,admin.,single,secondary,no,1249,no,no,cellular,8,jul,220,4,-1,0,no,1249.0,
33,services,married,secondary,no,0,no,yes,cellular,8,jul,285,1,-1,0,no,0.0,
29,self-employed,single,tertiary,no,0,yes,no,cellular,8,jul,231,1,-1,0,no,0.0,
36,unemployed,divorced,secondary,no,5,yes,no,cellular,8,jul,305,1,-1,0,no,5.0,
60,retired,divorced,secondary,no,598,no,yes,cellular,8,jul,96,1,-1,0,no,598.0,
35,services,single,primary,no,790,no,no,cellular,8,jul,221,1,-1,0,no,790.0,
33,management,single,tertiary,no,0,yes,no,cellular,8,jul,454,1,-1,0,no,0.0,
36,services,married,primary,no,795,no,yes,cellular,8,jul,215,2,-1,0,no,795.0,
28,blue-collar,married,secondary,no,1296,yes,yes,cellular,8,jul,764,5,-1,0,no,1296.0,
39,housemaid,divorced,secondary,no,188,no,no,cellular,8,jul,163,1,-1,0,no,188.0,
36,technician,single,secondary,no,0,no,no,cellular,8,jul,121,1,-1,0,no,0.0,
43,services,married,secondary,no,-392,no,yes,cellular,8,jul,185,1,-1,0,no,,-392.0
47,technician,married,secondary,no,0,yes,no,cellular,8,jul,297,1,-1,0,no,0.0,
25,services,single,secondary,no,628,no,no,cellular,8,jul,266,1,-1,0,no,628.0,
34,admin.,married,secondary,no,233,yes,yes,cellular,8,jul,303,1,-1,0,no,233.0,
60,management,married,secondary,no,725,yes,no,cellular,8,jul,266,1,-1,0,no,725.0,
25,blue-collar,single,secondary,no,0,no,no,telephone,8,jul,112,1,-1,0,no,0.0,
30,admin.,divorced,secondary,no,4,no,no,cellular,8,jul,61,3,-1,0,no,4.0,
38,housemaid,married,secondary,no,1508,no,yes,cellular,8,jul,306,2,-1,0,no,1508.0,
54,blue-collar,married,primary,no,175,no,yes,cellular,8,jul,1027,1,-1,0,no,175.0,
31,blue-collar,married,secondary,no,152,yes,yes,cellular,8,jul,831,1,-1,0,yes,152.0,
29,services,single,secondary,no,-32,no,yes,cellular,8,jul,510,1,-1,0,no,,-32.0
37,blue-collar,divorced,secondary,no,277,no,yes,cellular,8,jul,338,2,-1,0,no,277.0,
28,management,single,tertiary,no,882,no,yes,cellular,8,jul,107,2,-1,0,no,882.0,
55,technician,married,secondary,no,477,no,no,cellular,8,jul,138,1,-1,0,no,477.0,
52,blue-collar,married,secondary,no,380,yes,yes,cellular,8,jul,58,1,-1,0,no,380.0,
55,unemployed,married,secondary,no,-246,no,yes,cellular,8,jul,305,2,-1,0,no,,-246.0
25,admin.,married,secondary,no,142,yes,no,cellular,8,jul,312,2,-1,0,no,142.0,
34,technician,single,secondary,yes,-2,no,yes,cellular,8,jul,283,1,-1,0,no,,-2.0
59,management,married,tertiary,no,96,no,yes,cellular,8,jul,55,1,-1,0,no,96.0,
28,admin.,single,secondary,no,-126,no,yes,cellular,8,jul,360,4,-1,0,no,,-126.0
58,blue-collar,married,secondary,no,279,no,no,cellular,8,jul,327,5,-1,0,no,279.0,
45,technician,divorced,secondary,no,146,no,no,cellular,8,jul,216,1,-1,0,no,146.0,
60,management,married,secondary,no,49,no,yes,cellular,8,jul,76,2,-1,0,no,49.0,
